#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
253308,-2032161.6837066337,381411.1735199934,-1650750.5101866403,297.73788365126444,1519.6114651966811,37.7
256641,-2029888.2836771347,382541.0532174464,-1647347.2304596882,298.61989239473024,1521.0040946401714,37.7
259974,-2032671.2611698117,383643.2179640587,-1649028.043205753,299.48026624288696,1519.208633502196,37.7
263307,-2030730.985244602,382058.4471926622,-1648672.5380519398,298.2431596023202,1519.798845584437,37.7
266640,-2034625.6806438118,381643.98463238805,-1652981.6960114238,297.91962108505584,1521.1768692459732,37.7
269973,-2032958.7033473551,383527.7605211011,-1649430.942826254,299.3901376438721,1517.6567694273494,37.7
273306,-2033218.6764279455,381748.220993825,-1651470.4554341205,298.00099026301496,1521.020891989782,37.7
276639,-2032582.21819886,380397.3128359247,-1652184.9053629353,296.9464418809409,1521.1709861320173,37.7
279972,-2030816.530464461,381615.6459893311,-1649200.88447513,297.8974993219951,1522.5331598941664,37.7
283305,-2034680.2581666764,381521.9313449536,-1653158.3268217228,297.8243436259346,1519.5216643428641,37.7
286638,-2033620.8328781389,382578.5045287,-1651042.328349439,298.64912770540485,1516.0789188139756,37.7
289971,-2034369.4075955525,381342.4044785842,-1653027.0031169683,297.68420103714243,1520.1237970051657,37.7
293304,-2032740.5284153223,381500.9787288332,-1651239.5496864892,297.8079875566484,1518.4641232964354,37.7
296637,-2031206.3322025407,382520.92832195887,-1648685.4038805817,298.6041824622291,1518.728940574625,37.7
299970,-2031056.7505451906,381516.229088653,-1649540.5214565378,297.81989232025495,1520.6178365695305,37.7
303303,-2031016.968633419,382797.6918134849,-1648219.2768199341,298.8202300821203,1519.5669234900313,37.7
306636,-2031853.4491901193,380844.2869463844,-1651009.1622437348,297.29535962361473,1517.7743739066327,37.7
309969,-2031958.661635235,381665.38669380016,-1650293.2749414349,297.9363280011427,1521.2581781964207,37.7
313302,-2032415.8131514043,383376.59864034463,-1649039.2145110597,299.2721373817145,1520.373267779722,37.7
316635,-2033309.6686512083,382494.4634700719,-1650815.2051811363,298.583523421438,1521.3354181372222,37.7
319968,-2034247.9796896856,382980.6097469958,-1651267.3699426898,298.96301981190925,1520.8168004938389,37.7
323301,-2032087.5031706113,382360.3815609415,-1649727.1216096699,298.4788561577813,1519.4833680186725,37.7
326634,-2032411.813673189,381828.11180391535,-1650583.7018692736,298.0633547724234,1520.3731861264591,37.7
329967,-2035748.8992552105,381552.35849102185,-1654196.5407641886,297.8480957200128,1515.8352211859203,37.7
333300,-2030282.1934644692,380509.0289892888,-1649773.1644751804,297.0336499476719,1522.2722247855597,37.7
336633,-2030978.8763561267,383329.14261647494,-1647649.7337396517,299.2350921740898,1517.0063530881882,37.7
339966,-2032197.790963415,381111.7275565468,-1651086.0634068684,297.5041295989075,1519.5946977755232,37.7
343299,-2031668.6576498803,382413.1266869321,-1649255.5309629482,298.5200301539189,1520.6323784068384,37.7
346632,-2034798.72918858,381036.689129688,-1653762.040058892,297.44555296571855,1518.9792923115735,37.7
349965,-2032023.2347904611,384056.71028729004,-1647966.524503171,299.8030473719472,1518.7441516138567,37.7
353298,-2033385.7515621614,383683.8480067408,-1649701.9035554207,299.511982940668,1519.2882631372245,37.7
356631,-2035188.6321615782,381668.556653682,-1653520.075507896,297.9388025409885,1521.1061406138606,37.7
359964,-2030848.2190231178,382591.85672299506,-1648256.3623001226,298.65955071958876,1520.9359146360516,37.7
363297,-2033100.2632673196,381218.49588186044,-1651881.7673854593,297.587475283111,1519.6771959194823,37.7
366630,-2032983.3073479105,382661.5231322281,-1650321.7842156824,298.7139338386128,1524.3751312822808,37.7
369963,-2033608.146832101,381553.3207765005,-1652054.8260556005,297.8488469010525,1519.773578569477,37.7
373296,-2031539.887534311,381932.28177944577,-1649607.6057548653,298.14467212809546,1522.6340636369735,37.7
376629,-2034288.2279853113,383375.05388640496,-1650913.1740989063,299.27093151308594,1518.5890770631681,37.7
379962,-2033916.7375849467,381801.1094371322,-1652115.6281478144,298.0422761357768,1522.26530322432,37.7
383295,-2031559.2262249906,381945.41627902444,-1649613.8099459661,298.15492520503415,1518.2771736729912,37.7
386628,-2034089.3058595918,381901.74634786055,-1652187.5595117314,298.12083550398023,1519.9832883855145,37.7
389961,-2029505.1199158747,382680.31345103274,-1646824.806464842,298.7286019714375,1522.205326299065,37.7
393294,-2034789.7728490178,380770.6448973702,-1654019.1279516476,297.2378730334373,1518.5040170826362,37.7
396627,-2032902.6331668552,381481.31310975336,-1651421.3200571018,297.7926361453316,1518.447772234462,37.7
399960,-2031576.8753493633,383645.29227137775,-1647931.5830779856,299.4818854924373,1520.5983001546801,37.7
403293,-2032628.032076735,381576.37022812583,-1651051.6618486093,297.86683980588253,1519.8697107425978,37.7
406626,-2033655.2940592878,381164.9321077151,-1652490.3619515726,297.5456622323626,1520.6892975748133,37.7
409959,-2033048.0482687652,383113.40733663354,-1649934.6409321316,299.06668450774873,1518.1488988105134,37.7
413292,-2032654.893741969,382568.0661917307,-1650086.8275502385,298.6409793118237,1519.187919576301,37.7
416625,-2035008.6642242614,382732.63833486266,-1652276.0258893988,298.7694479173757,1518.5990315765573,37.7
419958,-2029660.0417616703,382164.4042907162,-1647495.637470954,298.32587202482546,1521.1986259560144,37.7
423291,-2033990.4202790353,382961.00770497066,-1651029.4125740647,298.94771803022854,1520.0435986406872,37.7
426624,-2035410.713249268,380892.2208045267,-1654518.4924447413,297.3327778390981,1516.2531591897002,37.7
429957,-2033953.151572466,383503.08462251606,-1650450.0669499498,299.3708750990596,1519.0695221098924,37.7
433290,-2035247.2605003715,381898.09116419783,-1653349.1693361737,298.1179821878646,1521.1643595247679,37.7
436623,-2033520.3705993034,381943.26980833116,-1651577.1007909724,298.1532496231795,1517.3968401769312,37.7
439956,-2035973.7635251433,382355.4760768182,-1653618.2874483252,298.4750268298472,1520.6158047090285,37.7
443289,-2033353.7830440737,381007.56089139055,-1652346.2221526832,297.42281482738576,1520.2215061589907,37.7
446622,-2032156.7492725793,380841.0870315796,-1651315.6622409998,297.29286170030264,1517.337816359297,37.7
449955,-2033548.4923753869,381100.90510177484,-1652447.5872736122,297.49568135458895,1522.3037721672838,37.7
453288,-2032887.5649114214,382360.67997307976,-1650526.8849383416,298.4790891048072,1520.9600495362342,37.7
456621,-2034503.6898017023,381532.03427196573,-1652971.6555297365,297.83223019118526,1520.9404908420347,37.7
459954,-2031175.994211994,381300.06483820896,-1649875.9293737852,297.65114979010224,1520.9711217853928,37.7
463287,-2033893.916092055,381307.63489917817,-1652586.2811928769,297.6570591448579,1518.481656650119,37.7
466620,-2030573.7862660307,381906.7519055706,-1648667.03436046,298.12474295153964,1518.1117648504012,37.7
469953,-2034182.5628109127,382832.22386670334,-1651350.3389442093,298.8471865562805,1519.1615039768858,37.7
473286,-2030140.8722431827,382896.04548468476,-1647244.8267584979,298.8970071037323,1516.695465823493,37.7
476619,-2031502.818148695,381922.9595664299,-1649579.858582265,298.13739500522394,1521.0770083144866,37.7
479952,-2033109.1086554173,382295.4601455454,-1650813.648509872,298.4281770844724,1520.4052696648628,37.7
483285,-2032803.715260744,381909.4082242529,-1650894.307036491,298.1268165318584,1516.7977859381099,37.7
486618,-2032038.039341744,383195.5394221589,-1648842.4999195852,299.13079860566177,1520.4943695163065,37.7
489951,-2034425.0484836176,381506.6194621043,-1652918.4290215133,297.8123908361089,1519.7889569649253,37.7
493284,-2031224.0110852327,381353.79017514584,-1649870.2209100868,297.6930889602907,1519.7166243399404,37.7
496617,-2029462.6250083502,380336.72660476423,-1649125.898403586,296.899146947031,1523.5390524468426,37.7
499950,-2033620.6562185436,380290.044833405,-1653330.6113851387,296.86270613780846,1522.5918937516549,37.7
503283,-2035544.9295427352,382162.8475310958,-1653382.0820116394,298.3246567843005,1519.807555734562,37.7
506616,-2033558.950674612,382908.6008099444,-1650650.3498646677,298.9068080645611,1518.3982134022276,37.7
509949,-2032591.5121454187,382790.35350689385,-1649801.1586385248,298.8145016398887,1522.2222319616528,37.7
513282,-2033063.3546393104,381428.4992756837,-1651634.8553636267,297.7514085141684,1520.9146768863998,37.7
516615,-2031613.0047194883,381233.0716548144,-1650379.933064674,297.598853449492,1521.4394542821608,37.7
519948,-2033672.1793521326,380594.47681890544,-1653077.7025332272,297.10035238776527,1517.816457299244,37.7
523281,-2034415.8049731161,381651.88841028593,-1652763.91656283,297.92579094652694,1518.4209551095448,37.7
526614,-2032553.5756149516,383829.76651128405,-1648723.8091036675,299.6258901089539,1519.784714505472,37.7
529947,-2033263.2307835873,381915.7582022255,-1651347.472581362,298.13177346320714,1518.588640193291,37.7
533280,-2033054.2850248236,381816.3555915513,-1651237.9294332722,298.0541776165558,1521.0821966273502,37.7
536613,-2029945.1116623357,381838.13738203084,-1648106.9742803047,298.0711809574377,1519.8572648844552,37.7
539946,-2035311.3887111004,381996.9642401417,-1653314.4244709588,298.195164668152,1518.8762809647592,37.7
543279,-2032860.1529119182,381965.5715404315,-1650894.5813714867,298.17065884183455,1519.5381172032685,37.7
546612,-2034776.5774392951,381853.5826234914,-1652922.9948158036,298.083237849905,1517.2866687148748,37.7
549945,-2034902.9088210408,380656.889134861,-1654246.0196861797,297.1490728033076,1519.7326138284868,37.7
553278,-2034177.5844449122,383513.87503093807,-1650663.709413974,299.3792983272982,1521.4269607913209,37.7
556611,-2034543.120135907,382163.857576675,-1652379.262559232,298.3254452479168,1520.1687676204126,37.7
559944,-2030841.7856797278,383056.86019116745,-1647784.9254885605,299.0225425722564,1518.8142848545972,37.7
563277,-2032660.1227502208,379955.76958803576,-1652704.353162185,296.60176358808,1519.0740247326585,37.7
566610,-2032986.083862083,383410.01433207333,-1649576.0695300098,299.29822239973913,1520.1744425406357,37.7
569943,-2031103.8342235144,381377.2471173256,-1649726.5871061888,297.71139996113817,1518.1822971648653,37.7
573276,-2032066.145761354,382829.59617343533,-1649236.5495879184,298.8451353215847,1517.743718519275,37.7
576609,-2033119.7345064823,381585.4384667102,-1651534.296039772,297.8739186707717,1521.7169110036978,37.7
579942,-2031918.4021979086,384026.3219681821,-1647892.0802297266,299.77932558704134,1519.8900220584887,37.7
583275,-2034270.348421799,382316.7130932499,-1651953.6353285492,298.44476759914573,1520.054838658325,37.7
586608,-2031632.4368506186,381269.23563162977,-1650363.2012189887,297.62708383881716,1521.9203651340767,37.7
589941,-2034133.111540122,381860.7088273841,-1652272.402712738,298.0888007201427,1518.4511480039175,37.7
593274,-2034327.2523871195,382086.87545596936,-1652240.37693115,298.2653513249035,1520.9306897159463,37.7
596607,-2033678.6053627003,382243.49486503436,-1651435.110497666,298.3876118527307,1521.0320224206566,37.7
599940,-2033220.4804743454,381511.8415909587,-1651708.6388833867,297.8164673438287,1521.1299011388485,37.7
603273,-2034001.7515457887,381821.9995434425,-1652179.7520023463,298.0585834085415,1519.288265695605,37.7
606606,-2032715.075008398,380219.9531289307,-1652495.1218794673,296.8079910240401,1518.6129603693566,37.7
609939,-2031501.0809964985,382538.811458133,-1648962.2695383655,298.61814242849965,1520.0184595737398,37.7
613272,-2033772.1220936235,382455.5367931797,-1651316.5853004437,298.55313640815643,1519.2303642671463,37.7
616605,-2033880.8506661616,382519.4280994317,-1651361.42256673,298.6030113557927,1518.179731499401,37.7
619938,-2033324.3873921353,381366.5195548625,-1651957.8678372728,297.7030257918263,1521.5362004265517,37.7
623271,-2030792.5028276872,383545.3167401975,-1647247.1860874896,299.4038424115391,1522.772934505325,37.7
626604,-2032651.2602116615,381708.21194389294,-1650943.0482677685,297.96975832572343,1518.0378220247337,37.7
629937,-2033081.456146296,382427.38867480255,-1650654.0674714935,298.5311633728177,1520.0379882916382,37.7
633270,-2033838.3994811345,382627.55597293866,-1651210.8435081958,298.6874183329784,1517.9380975399033,37.7
636603,-2033633.509243641,382000.1768513504,-1651633.3323922907,298.1976725025541,1517.2193734955085,37.7
639936,-2034746.3389066681,382097.17695221986,-1652649.1619544483,298.273392897634,1517.0900901239909,37.7
643269,-2034960.8857943453,382289.8900923989,-1652670.9957019463,298.4238289794592,1519.5798731920415,37.7
646602,-2034503.6382050738,382390.0278365711,-1652113.6103685028,298.5019986873581,1520.2441675683685,37.7
649935,-2030735.7673715055,382091.34103118256,-1648644.426340323,298.2688372503445,1522.182195937606,37.7
653268,-2034915.6839172859,381253.95120543014,-1653661.7327118558,297.61515248225123,1516.0242971781643,37.7
656601,-2031840.264171129,383341.95876944903,-1648498.30540168,299.24509674272326,1521.5555128164983,37.7
659934,-2031864.2468988094,381582.6427980119,-1650281.6041007976,297.8717363107901,1520.6184073689556,37.7
663267,-2031489.697701551,384345.7238662311,-1647143.97383532,300.028657677346,1521.3308663588734,37.7
666600,-2032805.61375051,382642.7537186608,-1650162.8600318492,298.69928202487245,1518.0606714533114,37.7
